url_length,has_https,path_depth,has_query_params,num_query_params,has_fragment,has_port,subdomain_count,is_ip_address,domain_length,domain_has_hyphens,domain_tld,status_code,status_category,response_size,response_time_ms,is_redirect,redirect_chain_len,total_headers,server_header_present,server_header,x_powered_by_present,content_type,has_cookies,num_cookies,has_cors,cache_control,security_headers_count,has_csp,has_hsts,has_xss_protection,has_frame_options,has_content_type_options,has_forms,form_count,has_inputs,input_count,has_password_input,password_count,has_hidden_input,hidden_count,has_file_upload,file_upload_count,has_search_input,search_count,has_buttons,button_count,has_textarea,textarea_count,has_select,select_count,has_scripts,script_count,inline_script_count,internal_script_count,external_script_count,has_links,link_count,internal_link_count,external_link_count,has_images,image_count,has_meta_tags,meta_count,has_stylesheets,stylesheet_count,has_javascript,has_comments,comment_count,has_title,server_apache,server_nginx,server_iis,tech_php,tech_aspnet,tech_jsp,tech_wordpress,tech_drupal,tech_joomla,has_debug_info,has_error_messages,has_sql_errors,has_file_paths,has_waf,waf_cloudflare,waf_aws,waf_imperva,reflection_detected,csp_header_reflection_detected,has_jwt,jwt_count,has_api_keys,api_key_count,cookie_count,session_cookies,secure_cookie_ratio,httponly_cookie_ratio,samesite_cookie_ratio,redirect_count,has_redirect_chain,final_https,get_form_count,post_form_count,has_login_form,login_form_count,csrf_token_input_count,has_csrf_token,same_origin_form_count,external_form_count,unique_input_names,unique_endpoint_count,parameterized_link_count,api_like_endpoint_count,inline_event_handler_count,email_input_count,url_input_count,mailto_link_count,tel_link_count,body_truncated_for_analysis,input_to_form_ratio,script_to_content_ratio,security_score,interactivity_score,is_vulnerable,scan_id,timestamp,target_url,original_url,is_redirect_response,final_url,target_root,page_url,dataset_record_type,saved_at
86,1,1,1,1,0,0,1,0,57,1,net,200,2,4248,922.363,0,0,5,0,unknown,0,html,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,6,5,1,1,2,0,0,1,2,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0.0,0.0002354048964218,0.125,0.0,0,20260512_192307,2026-05-12T19:23:56.216793,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/product/?productId=6,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/,False,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/product/?productId=6,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/product/?productId=6,recon_page,2026-05-12T19:23:56.217667
86,1,1,1,1,0,0,1,0,57,1,net,200,2,4402,958.05,0,0,5,0,unknown,0,html,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,6,5,1,1,2,0,0,1,2,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0.0,0.0002271694684234,0.125,0.0,0,20260512_192307,2026-05-12T19:24:00.977992,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/product/?productId=9,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/,False,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/product/?productId=9,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/product/?productId=9,recon_page,2026-05-12T19:24:00.978449
86,1,1,1,1,0,0,1,0,57,1,net,200,2,4341,1028.945,0,0,5,0,unknown,0,html,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,6,5,1,1,2,0,0,1,2,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0.0,0.0002303616678184,0.125,0.0,0,20260512_192307,2026-05-12T19:24:06.749842,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/product/?productId=5,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/,False,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/product/?productId=5,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/product/?productId=5,recon_page,2026-05-12T19:24:06.750480
87,1,1,1,1,0,0,1,0,57,1,net,200,2,4318,1015.36,0,0,5,0,unknown,0,html,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,6,5,1,1,2,0,0,1,2,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0.0,0.0002315886984715,0.125,0.0,0,20260512_192307,2026-05-12T19:24:10.896238,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/product/?productId=20,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/,False,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/product/?productId=20,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/product/?productId=20,recon_page,2026-05-12T19:24:10.896763
86,1,1,1,1,0,0,1,0,57,1,net,200,2,4167,1068.1719999999998,0,0,5,0,unknown,0,html,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,6,5,1,1,2,0,0,1,2,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0.0,0.0002399808015358,0.125,0.0,0,20260512_192307,2026-05-12T19:24:15.700470,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/product/?productId=2,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/,False,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/product/?productId=2,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/product/?productId=2,recon_page,2026-05-12T19:24:15.701102
87,1,1,1,1,0,0,1,0,57,1,net,200,2,4501,1821.554,0,0,5,0,unknown,0,html,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,6,5,1,1,2,0,0,1,2,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0.0,0.0002221728504776,0.125,0.0,0,20260512_192307,2026-05-12T19:24:21.377910,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/product/?productId=19,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/,False,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/product/?productId=19,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/product/?productId=19,recon_page,2026-05-12T19:24:21.378305
86,1,1,1,1,0,0,1,0,57,1,net,200,2,3925,796.312,0,0,5,0,unknown,0,html,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,6,5,1,1,2,0,0,1,2,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0.0,0.0002547770700636,0.125,0.0,0,20260512_192307,2026-05-12T19:24:26.187963,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/product/?productId=7,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/,False,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/product/?productId=7,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/product/?productId=7,recon_page,2026-05-12T19:24:26.188605
87,1,1,1,1,0,0,1,0,57,1,net,200,2,4264,836.6400000000001,0,0,5,0,unknown,0,html,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,6,5,1,1,2,0,0,1,2,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0.0,0.0002345215759849,0.125,0.0,0,20260512_192307,2026-05-12T19:24:31.100001,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/product/?productId=15,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/,False,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/product/?productId=15,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/product/?productId=15,recon_page,2026-05-12T19:24:31.100587
87,1,1,1,1,0,0,1,0,57,1,net,200,2,4179,1089.5600000000002,0,0,5,0,unknown,0,html,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,6,5,1,1,2,0,0,1,2,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0.0,0.0002392916965781,0.125,0.0,0,20260512_192307,2026-05-12T19:24:35.364883,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/product/?productId=16,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/,False,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/product/?productId=16,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/product/?productId=16,recon_page,2026-05-12T19:24:35.365236
87,1,1,1,1,0,0,1,0,57,1,net,200,2,4431,1023.224,0,0,5,0,unknown,0,html,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,6,5,1,1,2,0,0,1,2,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0.0,0.0002256826901376,0.125,0.0,0,20260512_192307,2026-05-12T19:24:41.166767,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/product/?productId=10,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/,False,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/product/?productId=10,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/product/?productId=10,recon_page,2026-05-12T19:24:41.167356
86,1,1,1,1,0,0,1,0,57,1,net,200,2,4222,1113.643,0,0,5,0,unknown,0,html,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,6,5,1,1,2,0,0,1,2,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0.0,0.0002368545712932,0.125,0.0,0,20260512_192307,2026-05-12T19:24:46.085238,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/product/?productId=4,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/,False,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/product/?productId=4,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/product/?productId=4,recon_page,2026-05-12T19:24:46.086346
86,1,1,1,1,0,0,1,0,57,1,net,200,2,4320,1130.886,0,0,5,0,unknown,0,html,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,6,5,1,1,2,0,0,1,2,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0.0,0.0002314814814814,0.125,0.0,0,20260512_192307,2026-05-12T19:24:50.379093,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/product/?productId=3,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/,False,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/product/?productId=3,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/product/?productId=3,recon_page,2026-05-12T19:24:50.379482
87,1,1,1,1,0,0,1,0,57,1,net,200,2,4364,1326.788,0,0,5,0,unknown,0,html,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,6,5,1,1,2,0,0,1,2,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0.0,0.0002291475710357,0.125,0.0,0,20260512_192307,2026-05-12T19:24:56.569693,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/product/?productId=14,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/,False,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/product/?productId=14,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/product/?productId=14,recon_page,2026-05-12T19:24:56.570198
87,1,1,1,1,0,0,1,0,57,1,net,200,2,4364,1328.41,0,0,5,0,unknown,0,html,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,6,5,1,1,2,0,0,1,2,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0.0,0.0002291475710357,0.125,0.0,0,20260512_192307,2026-05-12T19:25:01.440289,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/product/?productId=18,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/,False,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/product/?productId=18,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/,https://0a05005d032db45a8138fc1100340021.web-security-academy.net/product/?productId=18,recon_page,2026-05-12T19:25:01.440729
