url_length,has_https,path_depth,has_query_params,num_query_params,has_fragment,has_port,subdomain_count,is_ip_address,domain_length,domain_has_hyphens,domain_tld,status_code,status_category,response_size,response_time_ms,is_redirect,redirect_chain_len,total_headers,server_header_present,server_header,x_powered_by_present,content_type,has_cookies,num_cookies,has_cors,cache_control,security_headers_count,has_csp,has_hsts,has_xss_protection,has_frame_options,has_content_type_options,has_forms,form_count,has_inputs,input_count,has_password_input,password_count,has_hidden_input,hidden_count,has_file_upload,file_upload_count,has_search_input,search_count,has_buttons,button_count,has_textarea,textarea_count,has_select,select_count,has_scripts,script_count,inline_script_count,internal_script_count,external_script_count,has_links,link_count,internal_link_count,external_link_count,has_images,image_count,has_meta_tags,meta_count,has_stylesheets,stylesheet_count,has_javascript,has_comments,comment_count,has_title,server_apache,server_nginx,server_iis,tech_php,tech_aspnet,tech_jsp,tech_wordpress,tech_drupal,tech_joomla,has_debug_info,has_error_messages,has_sql_errors,has_file_paths,has_waf,waf_cloudflare,waf_aws,waf_imperva,waf_vendor_name,waf_detection_method,waf_confidence,reflection_detected,csp_header_reflection_detected,has_jwt,jwt_count,has_api_keys,api_key_count,cookie_count,session_cookies,secure_cookie_ratio,httponly_cookie_ratio,samesite_cookie_ratio,redirect_count,has_redirect_chain,final_https,get_form_count,post_form_count,has_login_form,login_form_count,csrf_token_input_count,has_csrf_token,same_origin_form_count,external_form_count,unique_input_names,unique_endpoint_count,parameterized_link_count,api_like_endpoint_count,inline_event_handler_count,email_input_count,url_input_count,mailto_link_count,tel_link_count,body_truncated_for_analysis,input_to_form_ratio,script_to_content_ratio,security_score,interactivity_score,is_vulnerable,vulnerability_type,scan_id,timestamp,target_url,original_url,is_redirect_response,final_url,target_root,page_url,dataset_record_type,saved_at
38,1,3,0,0,0,0,2,0,15,0,com,200,2,55459,307.23699999999997,0,0,21,0,unknown,0,html,1,5,1,1,8,1,1,1,1,1,1,3,1,15,0,0,1,5,1,1,0,0,1,3,1,1,0,0,1,30,6,15,9,1,22,22,0,1,13,1,7,1,5,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,none,none,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,0,1,2,1,1,1,3,1,3,0,8,44,6,1,4,0,0,0,0,0,5.0,0.0005409401539876305,1.0,0.37865810779134135,0,,20260615_183222,2026-06-15T19:27:50.165392,https://app.sa.zain.com/en/auth/login/,https://app.sa.zain.com/en/auth/login/,False,https://app.sa.zain.com/en/auth/login/,https://app.sa.zain.com/en/home/,https://app.sa.zain.com/en/auth/login/,recon_page,2026-06-15T19:27:50.184443
31,1,1,0,0,0,0,2,0,15,0,com,404,4,52424,345.779,0,0,10,0,unknown,0,html,1,4,0,1,4,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,9,5,4,0,1,26,22,4,1,7,1,7,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,none,none,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,0,1,1,0,0,0,1,1,1,0,1,28,7,1,4,0,0,0,0,0,1.0,0.0001716770944605524,0.5,0.057225698153517475,0,,20260615_183222,2026-06-15T19:27:50.183622,https://app.sa.zain.com/called/,https://app.sa.zain.com/called/,False,https://app.sa.zain.com/called/,https://app.sa.zain.com/en/home/,https://app.sa.zain.com/called/,recon_page,2026-06-15T19:27:50.214744
32,1,2,0,0,0,0,2,0,15,0,com,200,2,49997,401.187,0,0,21,0,unknown,0,html,1,5,1,1,8,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,9,5,4,0,1,17,15,2,1,2,1,7,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,none,none,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,0,1,1,0,0,0,1,1,1,0,1,22,7,1,0,0,0,0,0,0,1.0,0.0001800108006480389,1.0,0.06000360021601296,0,,20260615_183222,2026-06-15T19:27:50.214231,https://app.sa.zain.com/en/help/,https://app.sa.zain.com/en/help/,False,https://app.sa.zain.com/en/help/,https://app.sa.zain.com/en/home/,https://app.sa.zain.com/en/help/,recon_page,2026-06-15T19:27:50.226899
48,1,3,0,0,0,0,2,0,15,0,com,404,4,52516,328.855,0,0,18,0,unknown,0,html,1,5,1,1,8,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,9,5,4,0,1,26,22,4,1,7,1,7,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,none,none,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,0,1,1,0,0,0,1,1,1,0,1,27,7,1,4,0,0,0,0,0,1.0,0.00017137634244801585,1.0,0.05712544748267195,0,,20260615_183222,2026-06-15T19:27:50.225820,https://app.sa.zain.com/en/quickpay/save-config/,https://app.sa.zain.com/en/quickpay/save-config/,False,https://app.sa.zain.com/en/quickpay/save-config/,https://app.sa.zain.com/en/home/,https://app.sa.zain.com/en/quickpay/save-config/,recon_page,2026-06-15T19:27:50.229087
56,1,3,0,0,0,0,2,0,15,0,com,200,2,54831,326.586,0,0,21,0,unknown,0,html,1,5,1,1,8,1,1,1,1,1,1,2,1,12,0,0,1,4,1,1,0,0,1,2,1,1,0,0,1,30,6,15,9,1,26,26,0,1,13,1,7,1,5,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,none,none,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,0,1,2,0,0,0,2,1,2,0,6,46,6,1,4,0,0,0,0,0,6.0,0.0005471357443781802,1.0,0.29180573033502943,0,,20260615_183222,2026-06-15T19:29:30.800526,https://app.sa.zain.com/en/settings/security-management/,https://app.sa.zain.com/en/settings/security-management/,False,https://app.sa.zain.com/en/settings/security-management/,https://app.sa.zain.com/en/home/,https://app.sa.zain.com/en/settings/security-management/,recon_page,2026-06-15T19:29:30.800948
61,1,4,0,0,0,0,2,0,15,0,com,200,2,53277,256.22299999999996,0,0,21,0,unknown,0,html,1,5,1,1,8,1,1,1,1,1,1,2,1,12,0,0,1,4,1,1,0,0,1,2,1,1,0,0,1,30,6,15,9,1,27,27,0,1,11,1,7,1,5,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,none,none,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,0,1,2,0,0,0,2,1,2,0,6,44,6,1,4,0,0,0,0,0,6.0,0.0005630947688495974,1.0,0.3003172100531186,0,,20260615_183222,2026-06-15T19:30:01.383089,https://app.sa.zain.com/en/settings/language/change-language/,https://app.sa.zain.com/en/settings/language/change-language/,False,https://app.sa.zain.com/en/settings/language/change-language/,https://app.sa.zain.com/en/home/,https://app.sa.zain.com/en/settings/language/change-language/,recon_page,2026-06-15T19:30:01.383755
45,1,3,0,0,0,0,2,0,15,0,com,200,2,55459,269.95599999999996,0,0,21,0,unknown,0,html,1,5,1,1,8,1,1,1,1,1,1,3,1,15,0,0,1,5,1,1,0,0,1,3,1,1,0,0,1,30,6,15,9,1,22,22,0,1,13,1,7,1,5,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,none,none,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,0,1,2,1,1,1,3,1,3,0,8,44,6,1,4,0,0,0,0,0,5.0,0.0005409401539876305,1.0,0.37865810779134135,0,,20260615_183222,2026-06-15T19:30:34.347597,https://app.sa.zain.com/en/help/report-fraud/,https://app.sa.zain.com/en/help/report-fraud/,False,https://app.sa.zain.com/en/help/report-fraud/,https://app.sa.zain.com/en/home/,https://app.sa.zain.com/en/help/report-fraud/,recon_page,2026-06-15T19:30:34.348142
45,1,3,0,0,0,0,2,0,15,0,com,200,2,54550,426.739,0,0,21,0,unknown,0,html,1,5,1,1,8,1,1,1,1,1,1,2,1,12,0,0,1,4,1,1,0,0,1,3,1,1,0,0,1,30,6,15,9,1,29,25,4,1,17,1,7,1,5,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,none,none,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,0,1,2,0,0,0,2,1,2,0,6,48,6,1,4,0,0,0,0,0,6.0,0.0005499541704857929,1.0,0.311640696608616,0,,20260615_183222,2026-06-15T19:30:54.476708,https://app.sa.zain.com/en/help/social-media/,https://app.sa.zain.com/en/help/social-media/,False,https://app.sa.zain.com/en/help/social-media/,https://app.sa.zain.com/en/home/,https://app.sa.zain.com/en/help/social-media/,recon_page,2026-06-15T19:30:54.477078
43,1,3,0,0,0,0,2,0,15,0,com,200,2,55778,574.4350000000001,0,0,21,0,unknown,0,html,1,5,1,1,8,1,1,1,1,1,1,2,1,12,0,0,1,4,1,1,0,0,1,2,1,1,0,0,1,30,6,15,9,1,28,26,2,1,16,1,7,1,5,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,none,none,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,0,1,2,0,0,0,2,1,2,0,6,47,7,1,4,0,0,0,1,0,6.0,0.0005378464627630965,1.0,0.2868514468069848,0,,20260615_183222,2026-06-15T19:31:10.854288,https://app.sa.zain.com/en/help/contact-us/,https://app.sa.zain.com/en/help/contact-us/,False,https://app.sa.zain.com/en/help/contact-us/,https://app.sa.zain.com/en/home/,https://app.sa.zain.com/en/help/contact-us/,recon_page,2026-06-15T19:31:10.855271
46,1,3,0,0,0,0,2,0,15,0,com,200,2,105319,254.069,0,0,21,0,unknown,0,html,1,5,1,1,8,1,1,1,1,1,1,2,1,12,0,0,1,4,1,1,0,0,1,2,1,1,0,0,1,31,7,15,9,1,33,33,0,1,20,1,7,1,5,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,none,none,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,0,1,2,0,0,0,2,1,2,0,6,52,6,1,4,0,0,0,0,0,6.0,0.00029434385058726346,1.0,0.15191940675471663,0,,20260615_183222,2026-06-15T19:31:27.180471,https://app.sa.zain.com/en/help/knowledgebase/,https://app.sa.zain.com/en/help/knowledgebase/,False,https://app.sa.zain.com/en/help/knowledgebase/,https://app.sa.zain.com/en/home/,https://app.sa.zain.com/en/help/knowledgebase/,recon_page,2026-06-15T19:31:27.182258
41,1,3,0,0,0,0,2,0,15,0,com,200,2,55876,255.079,0,0,21,0,unknown,0,html,1,5,1,1,8,1,1,1,1,1,1,3,1,18,0,0,1,5,1,1,0,0,1,3,1,1,0,0,1,30,6,15,9,1,25,25,0,1,12,1,7,1,5,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,none,none,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,0,1,2,1,0,0,3,1,3,0,6,44,6,1,4,0,0,0,0,0,6.0,0.0005369031426730618,1.0,0.42952251413844944,0,,20260615_183222,2026-06-15T19:31:48.955152,https://app.sa.zain.com/en/help/feedback/,https://app.sa.zain.com/en/help/feedback/,False,https://app.sa.zain.com/en/help/feedback/,https://app.sa.zain.com/en/home/,https://app.sa.zain.com/en/help/feedback/,recon_page,2026-06-15T19:31:48.955869
56,1,3,0,0,0,0,2,0,15,0,com,404,4,52545,249.38,0,0,18,0,unknown,0,html,1,5,1,1,8,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,9,5,4,0,1,26,22,4,1,7,1,7,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,none,none,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,0,1,1,0,0,0,1,1,1,0,1,27,7,1,4,0,0,0,0,0,1.0,0.00017128175849272052,1.0,0.0570939194975735,0,,20260615_183222,2026-06-15T19:32:09.433502,https://app.sa.zain.com/ar/contract-payment/save-config/,https://app.sa.zain.com/ar/contract-payment/save-config/,False,https://app.sa.zain.com/ar/contract-payment/save-config/,https://app.sa.zain.com/en/home/,https://app.sa.zain.com/ar/contract-payment/save-config/,recon_page,2026-06-15T19:32:09.433911
56,1,3,0,0,0,0,2,0,15,0,com,404,4,52545,254.92,0,0,18,0,unknown,0,html,1,5,1,1,8,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,9,5,4,0,1,26,22,4,1,7,1,7,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,none,none,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,0,1,1,0,0,0,1,1,1,0,1,27,7,1,4,0,0,0,0,0,1.0,0.00017128175849272052,1.0,0.0570939194975735,0,,20260615_183222,2026-06-15T19:32:26.325615,https://app.sa.zain.com/ur/contract-payment/save-config/,https://app.sa.zain.com/ur/contract-payment/save-config/,False,https://app.sa.zain.com/ur/contract-payment/save-config/,https://app.sa.zain.com/en/home/,https://app.sa.zain.com/ur/contract-payment/save-config/,recon_page,2026-06-15T19:32:26.326551
39,1,2,0,0,0,0,2,0,15,0,com,200,2,50876,395.459,0,0,21,0,unknown,0,html,1,5,1,1,8,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,10,6,4,0,1,26,22,4,1,10,1,7,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,none,none,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,0,1,1,0,0,0,1,1,1,0,1,26,8,1,4,0,0,0,0,0,1.0,0.0001965563330450507,1.0,0.05896689991351522,0,,20260615_183222,2026-06-15T19:33:01.307687,https://app.sa.zain.com/ur/zain-clinic/,https://app.sa.zain.com/ur/zain-clinic/,False,https://app.sa.zain.com/ur/zain-clinic/,https://app.sa.zain.com/en/home/,https://app.sa.zain.com/ur/zain-clinic/,recon_page,2026-06-15T19:33:01.310061
39,1,2,0,0,0,0,2,0,15,0,com,200,2,50862,344.432,0,0,21,0,unknown,0,html,1,5,1,1,8,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,10,6,4,0,1,26,22,4,1,10,1,7,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,none,none,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,0,1,1,0,0,0,1,1,1,0,1,26,8,1,4,0,0,0,0,0,1.0,0.00019661043608194722,1.0,0.058983130824584167,0,,20260615_183222,2026-06-15T19:33:17.681602,https://app.sa.zain.com/ar/zain-clinic/,https://app.sa.zain.com/ar/zain-clinic/,False,https://app.sa.zain.com/ar/zain-clinic/,https://app.sa.zain.com/en/home/,https://app.sa.zain.com/ar/zain-clinic/,recon_page,2026-06-15T19:33:17.682052
34,1,2,0,0,0,0,2,0,15,0,com,404,4,52460,284.559,0,0,18,0,unknown,0,html,1,5,1,1,8,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,9,5,4,0,1,26,22,4,1,7,1,7,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,none,none,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,0,1,1,0,0,0,1,1,1,0,1,27,7,1,4,0,0,0,0,0,1.0,0.0001715592832634388,1.0,0.0571864277544796,0,,20260615_183222,2026-06-15T19:33:55.862033,https://app.sa.zain.com/en/called/,https://app.sa.zain.com/en/called/,False,https://app.sa.zain.com/en/called/,https://app.sa.zain.com/en/home/,https://app.sa.zain.com/en/called/,recon_page,2026-06-15T19:33:55.862713
45,1,1,0,0,0,0,2,0,15,0,com,200,2,126796,461.248,0,0,21,0,unknown,0,html,1,5,1,1,8,1,1,1,1,1,1,2,1,14,0,0,1,4,1,1,0,0,1,20,1,1,0,0,1,30,6,15,9,1,23,23,0,1,10,1,7,1,5,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,none,none,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,0,1,2,0,0,0,2,1,2,0,7,45,6,1,4,0,0,1,0,0,7.0,0.00023660052367582574,1.0,0.28392062841099086,0,,20260615_183222,2026-06-15T19:34:23.471508,https://app.sa.zain.com/terms-and-conditions/,https://app.sa.zain.com/terms-and-conditions/,False,https://app.sa.zain.com/terms-and-conditions/,https://app.sa.zain.com/en/home/,https://app.sa.zain.com/terms-and-conditions/,recon_page,2026-06-15T19:34:23.473239
29,1,1,0,0,0,0,2,0,15,0,com,200,2,56562,519.336,0,0,21,0,unknown,0,html,1,5,1,1,8,1,1,1,1,1,1,4,1,23,0,0,1,23,0,0,0,0,1,4,0,0,0,0,1,9,5,4,0,1,25,23,2,1,8,1,7,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,none,none,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,0,1,2,2,0,0,3,1,4,0,9,27,7,1,4,0,0,0,0,0,5.75,0.0001591174286623528,1.0,0.5480711431703263,0,,20260615_183222,2026-06-15T19:34:40.141242,https://app.sa.zain.com/home/,https://app.sa.zain.com/home/,False,https://app.sa.zain.com/home/,https://app.sa.zain.com/en/home/,https://app.sa.zain.com/home/,recon_page,2026-06-15T19:34:40.141639
