url_length,has_https,path_depth,has_query_params,num_query_params,has_fragment,has_port,subdomain_count,is_ip_address,domain_tld,domain_has_hyphens,domain_length,status_code,status_category,response_size,response_time_ms,is_redirect,redirect_chain_length,total_headers,server_header_present,server_header,x_powered_by_present,content_type,has_cookies,num_cookies,has_cors,cache_control,security_headers_count,has_csp,has_hsts,has_xss_protection,has_frame_options,has_content_type_options,has_forms,form_count,has_inputs,input_count,has_buttons,button_count,has_textarea,textarea_count,has_select,select_count,has_links,link_count,has_images,image_count,has_scripts,script_count,has_stylesheets,stylesheet_count,has_javascript,has_comments,comment_count,has_meta_tags,meta_count,has_title,server_apache,server_nginx,server_iis,tech_php,tech_aspnet,tech_jsp,tech_wordpress,tech_drupal,tech_joomla,has_debug_info,has_error_messages,has_sql_errors,has_file_paths,cookie_count,session_cookies,redirect_count,has_redirect_chain,final_https,input_to_form_ratio,script_to_content_ratio,security_score,interactivity_score,scan_id,timestamp,target_url,original_url,is_redirect_response,final_url,redirect_chain_len,has_password_input,password_count,has_hidden_input,hidden_count,has_file_upload,file_upload_count,has_search_input,search_count,internal_script_count,external_script_count,internal_link_count,external_link_count,has_waf,waf_cloudflare,waf_aws,waf_imperva,reflection_detected,has_jwt,has_api_keys,secure_cookie_ratio,httponly_cookie_ratio,samesite_cookie_ratio,is_vulnerable
21,1,0,0,0,0,0,1,0,net,0,12,200,2,135207,758.2860000000001,0,,32,1,cloudflare,1,html,1,2,0,1,2,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,141,1,25,1,25,1,12,1,0,0,1,14,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,2,1,1,0.0,0.0001849016692922,0.25,0.0295842670867632,20260301_224150,2026-03-01T22:41:51.791713,https://www.chia.net/,https://www.chia.net/,False,https://www.chia.net/,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,57.0,84.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
23,1,0,0,0,0,0,1,0,com,0,14,200,2,407528,508.919,0,,20,1,cloudflare,0,html,0,0,0,1,5,1,1,0,1,1,1,3,1,6,1,3,0,0,1,5,1,106,1,27,1,17,0,0,1,1,271,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2.0,4.1714925109440334e-05,0.625,0.0294458294890167,20260301_224054,2026-03-01T22:40:55.553172,https://www.helium.com/,https://www.helium.com/,False,https://www.helium.com/,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,52.0,54.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,1,0,0,0,0,0,0,0,com,0,8,200,2,411926,1687.06,0,,19,1,nginx,1,html,1,1,0,1,4,0,0,1,1,1,1,1,1,1,1,31,0,0,0,0,1,32,1,4,1,93,1,7,1,1,24,1,5,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,2,1,1,1.0,0.0002257687060297,0.5,0.0801114763331278,20260301_224037,2026-03-01T22:40:38.939625,https://eero.com/,https://eero.com/,False,https://eero.com/,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,25.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
19,1,0,0,0,0,0,0,0,com,0,10,200,2,807830,450.643,0,,31,1,Vercel,1,html,1,3,0,1,7,1,1,1,1,1,0,0,1,3,1,19,0,0,0,0,1,163,1,23,1,217,1,12,1,1,140,1,25,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,2,1,1,0.0,0.0002686208732035,0.875,0.0272334525828454,20260301_224019,2026-03-01T22:40:19.789108,https://vercel.com/,https://vercel.com/,False,https://vercel.com/,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,144.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
19,1,0,0,0,0,0,0,0,com,0,10,200,2,566412,5938.771,0,,20,1,nginx,0,html,1,1,0,0,5,1,1,0,1,1,0,0,0,0,1,29,0,0,0,0,0,174,1,35,1,66,1,4,1,1,2,1,22,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,1,0.0,0.0001165229550221,0.625,0.0511994802370006,20260301_170355,2026-03-01T17:04:01.835523,https://stripe.com/,https://stripe.com/,False,https://stripe.com/,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,167.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
31,1,1,0,0,0,0,1,0,com,0,15,200,2,50928,843.919,0,,23,1,cloudflare,1,html,1,4,0,1,5,0,1,0,1,1,1,1,1,2,1,18,0,0,0,0,1,58,1,23,1,26,1,7,1,1,34,1,21,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,2,1,1,2.0,0.0005105246622683,0.625,0.4123468426013195,20260301_170332,2026-03-01T17:03:33.806680,https://www.23andme.com/en-int/,https://www.23andme.com/en-int/,False,https://www.23andme.com/en-int/,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,37.0,20.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0
25,1,0,0,0,0,0,1,0,com,0,16,403,4,787,1088.773,0,,7,0,unknown,0,html,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0.0,0.0025412960609911,0.0,0.0,20260301_162628,2026-03-01T16:26:29.382729,https://www.flipkart.com/,https://www.flipkart.com/,False,https://www.flipkart.com/,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,1,0,0,0,0,0,1,0,net,0,18,200,2,157267,503.107,0,,20,1,cloudflare,0,html,0,0,0,1,6,1,1,0,0,1,0,0,0,0,1,5,0,0,0,0,1,41,1,23,1,66,1,11,1,1,46,1,24,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,1,0.0,0.000419668461915,0.75,0.0317930652965975,20260301_162507,2026-03-01T16:25:07.802704,https://www.zerobounce.net/,https://www.zerobounce.net/,False,https://www.zerobounce.net/,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,34.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,1,0,0,0,0,0,1,0,com,0,17,200,2,102756,2515.112,0,,15,0,unknown,1,html,0,0,0,1,4,1,1,0,0,1,0,0,0,0,1,8,0,0,0,0,1,93,1,6,1,17,1,3,1,0,0,1,19,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,1,1,0.0,0.0001654404608976,0.5,0.0778543345400755,20260301_144815,2026-03-01T14:48:18.237681,https://www.starbucks.com/,https://www.starbucks.com/,False,https://www.starbucks.com/,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,52.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,1,0,0,0,0,0,1,0,io,0,12,200,2,739317,859.4739999999999,0,,17,1,cloudflare,0,html,1,2,0,1,3,0,1,0,0,1,1,1,1,12,1,2,0,0,0,0,1,131,1,97,1,11,0,0,1,1,494,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,12.0,1.4878597408148332e-05,0.375,0.0202889964656568,20260301_144643,2026-03-01T14:46:44.384858,https://www.privy.io/,https://www.privy.io/,False,https://www.privy.io/,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,95.0,36.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
23,1,0,0,0,0,0,1,0,com,1,14,429,4,12801,435.818,0,,29,1,cloudflare,0,html,0,0,0,1,6,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,1,0.0,0.0001562377939223,0.75,0.0,20260301_143719,2026-03-01T14:37:20.101415,https://sa-en.ring.com/,https://sa-en.ring.com/,False,https://sa-en.ring.com/,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,1,0,0,0,0,0,1,0,com,0,17,200,2,34436,449.332,0,,22,1,GitHub.com,0,html,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56,0,0,1,5,1,3,1,1,2,1,13,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,1,1,0.0,0.0001451968869787,0.125,0.0,20260301_140642,2026-03-01T14:06:43.245156,https://bounty.github.com/,https://bounty.github.com/,False,https://bounty.github.com/,3.0,,,,,,,,,,,,,,,,,,,,,,,
22,1,0,0,0,0,0,1,0,com,0,13,200,2,1453794,675.002,0,,28,0,unknown,0,html,0,0,0,1,5,1,1,0,1,1,0,0,0,0,1,22,0,0,0,0,1,183,1,120,1,109,1,2,1,1,20,1,20,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,1,1,0.0,7.497623459719877e-05,0.625,0.0151328179920951,20260301_135654,2026-03-01T13:56:55.096101,https://www.figma.com/,https://www.figma.com/,False,https://www.figma.com/,3.0,,,,,,,,,,,,,,,,,,,,,,,
34,1,1,0,0,0,0,1,0,com,0,19,200,2,369450,710.306,0,,23,1,Apache,0,html,1,1,0,1,6,0,1,0,1,1,0,0,1,6,1,8,0,0,0,0,1,113,1,98,1,31,1,6,1,1,172,1,17,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,1,1,0.0,8.390851265394505e-05,0.75,0.0378941670050074,20260301_015055,2026-03-01T01:50:56.763767,https://www.playstation.com/ar-sa/,https://www.playstation.com/,False,https://www.playstation.com/ar-sa/,4.0,,,,,,,,,,,,,,,,,,,,,,,
23,1,1,0,0,0,0,0,0,global,0,12,200,2,206418,742.224,0,,24,1,cloudflare,0,html,1,1,0,1,8,1,1,1,1,1,1,1,1,1,1,16,0,0,0,0,1,47,1,28,1,75,1,2,1,1,24,1,13,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,1,1,1.0,0.0003633404063599,1.0,0.0872016975263785,20260301_013414,2026-03-01T01:34:16.530316,https://bumba.global/en,https://bumba.global/,False,https://bumba.global/en,4.0,,,,,,,,,,,,,,,,,,,,,,,
21,1,0,0,0,0,0,0,0,global,0,12,307,3,3,603.465,1,,20,1,cloudflare,0,other,1,1,0,0,7,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.875,0.0,20260301_013414,2026-03-01T01:34:15.321922,https://bumba.global/,https://bumba.global/,True,https://bumba.global/,1.0,,,,,,,,,,,,,,,,,,,,,,,
21,1,0,0,0,0,0,0,0,network,0,12,200,2,2751,1269.446,0,,15,1,cloudflare,0,html,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,5,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0.0,0.0076335877862595,0.25,0.0,20260301_011946,2026-03-01T01:19:47.486878,https://tron.network/,https://tron.network/,False,https://tron.network/,3.0,,,,,,,,,,,,,,,,,,,,,,,
24,1,0,0,0,0,0,1,0,com,0,15,200,2,529411,360.454,0,,21,1,cloudflare,0,html,1,3,0,1,3,0,1,0,0,1,0,0,0,0,1,8,0,0,0,0,1,325,1,67,1,6,1,1,1,1,46,1,20,1,0,0,0,0,0,0,1,0,0,0,1,1,0,3,0,2,1,1,0.0,1.133334970372735e-05,0.375,0.0151111329383031,20260301_000932,2026-03-01T00:09:32.531587,https://www.shopify.com/,https://www.shopify.com/,False,https://www.shopify.com/,3.0,,,,,,,,,,,,,,,,,,,,,,,
33,1,1,0,0,0,0,1,0,com,0,16,200,2,307562,2518.456,0,,28,1,cloudflare,0,html,1,4,0,1,7,1,1,1,1,1,0,0,0,0,1,5,0,0,0,0,1,190,1,26,1,4,1,1,1,1,18,1,16,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,2,1,1,0.0,1.3005507832567092e-05,0.875,0.0162568847907088,20260228_011755,2026-02-28T01:17:58.268942,https://www.coinbase.com/security,https://www.coinbase.com/security,False,https://www.coinbase.com/security,3.0,,,,,,,,,,,,,,,,,,,,,,,
21,1,1,0,0,0,0,0,0,com,0,10,200,2,226965,834.857,0,,17,1,cloudflare,1,html,1,3,0,1,2,0,1,0,0,0,0,0,0,0,1,14,0,0,0,0,1,183,1,59,1,42,1,5,1,1,1,1,18,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,4,1,1,0.0,0.0001850505584561,0.25,0.0616835194853832,20260228_010300,2026-02-28T01:03:03.410053,https://crypto.com/uk,https://crypto.com/,False,https://crypto.com/uk,5.0,,,,,,,,,,,,,,,,,,,,,,,
21,1,1,0,0,0,0,0,0,com,0,10,301,3,3,518.43,1,,14,1,cloudflare,0,other,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0.0,0.0,0.125,0.0,20260228_010300,2026-02-28T01:03:02.058424,https://crypto.com/en,https://crypto.com/,True,https://crypto.com/en,2.0,,,,,,,,,,,,,,,,,,,,,,,
23,1,0,0,0,0,0,1,0,com,0,14,200,2,589428,852.009,0,,42,1,nginx,0,html,1,5,0,1,6,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,1,13,1,1,1,49,1,1,1,0,0,1,39,1,0,1,0,0,0,0,0,0,0,1,1,0,0,5,0,2,1,1,1.0,8.313144268680823e-05,0.75,0.0067862402193312,20260228_004507,2026-02-28T00:45:07.924979,https://www.airbnb.com/,https://www.airbnb.com/,False,https://www.airbnb.com/,3.0,,,,,,,,,,,,,,,,,,,,,,,
25,1,0,0,0,0,0,1,0,com,0,16,429,4,5711,359.622,0,,13,1,cloudflare,0,html,0,0,0,1,3,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,2,0,0,1,4,1,1,1,1,9,1,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0.0,0.0007004027315706,0.375,0.5253020486779898,20260228_002714,2026-02-28T00:27:14.929268,https://www.playtika.com/,https://www.playtika.com/,False,https://www.playtika.com/,3.0,,,,,,,,,,,,,,,,,,,,,,,
30,1,2,0,0,0,0,1,0,com,0,14,200,2,147953,492.093,0,,30,0,unknown,0,html,1,3,0,1,6,1,1,1,0,1,0,0,0,0,1,7,0,0,0,0,1,63,1,6,1,23,1,16,1,1,23,1,17,1,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,2,1,1,0.0,0.0001554547727994,0.75,0.0473123221563604,20260227_234326,2026-02-27T23:43:26.704793,https://www.paypal.com/ae/home,https://www.paypal.com/ae/home,False,https://www.paypal.com/ae/home,3.0,,,,,,,,,,,,,,,,,,,,,,,
23,1,0,0,0,0,0,0,0,com,0,14,200,2,159329,736.968,0,,36,1,cloudflare,0,html,1,2,1,0,6,1,1,1,1,1,0,0,0,0,1,8,0,0,0,0,1,50,1,13,1,26,1,6,1,0,0,1,10,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,2,1,1,0.0,0.0001631843543862,0.75,0.0502105705803714,20260227_231406,2026-02-27T23:14:07.671011,https://superhuman.com/,https://superhuman.com/,False,https://superhuman.com/,3.0,,,,,,,,,,,,,,,,,,,,,,,
21,1,0,0,0,0,0,1,0,com,0,12,200,2,172054,421.096,0,,22,1,cloudflare,0,html,0,0,0,0,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,142,1,59,1,42,1,2,1,1,18,1,19,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,1,0.0,0.0002441094075115,0.625,0.0,20260227_225736,2026-02-27T22:57:36.921954,https://www.syfe.com/,https://www.syfe.com/,False,https://www.syfe.com/,3.0,,,,,,,,,,,,,,,,,,,,,,,
25,1,0,0,0,0,0,1,0,com,0,16,200,2,53768,694.181,0,,19,1,cloudflare,0,html,1,1,0,1,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,1,1,1,6,1,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0.0,0.0001115905371224,0.5,0.0,20260227_223641,2026-02-27T22:36:41.808879,https://www.coinhako.com/,https://www.coinhako.com/,False,https://www.coinhako.com/,3.0,,,,,,,,,,,,,,,,,,,,,,,
25,1,0,0,0,0,0,2,0,sa,0,16,200,2,2302,341.72799999999995,0,,14,0,unknown,0,html,1,2,0,0,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,1,1,0.0,0.0039096437880104,0.5,0.0,20260227_015923,2026-02-27T01:59:23.609182,https://ipsar.chi.gov.sa/,https://ipsar.chi.gov.sa/,False,https://ipsar.chi.gov.sa/,3.0,,,,,,,,,,,,,,,,,,,,,,,
69,1,2,1,1,0,0,2,0,sa,0,21,200,2,39873,440.318,0,,19,0,unknown,0,html,1,4,0,1,5,0,1,1,1,1,1,1,1,8,0,0,0,0,0,0,1,3,1,2,1,6,1,1,1,1,2,1,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,12,3,5,1,1,8.0,0.0001504777669099,0.625,0.2257166503649086,20260226_224521,2026-02-26T22:45:24.308239,https://emmconsole.stc.com.sa/AirWatch/Login?ReturnUrl=%2FAirWatch%2F,https://emmconsole.stc.com.sa/,False,https://emmconsole.stc.com.sa/AirWatch/Login?ReturnUrl=%2FAirWatch%2F,6.0,,,,,,,,,,,,,,,,,,,,,,,
39,1,1,0,0,0,0,2,0,sa,0,21,302,3,157,375.002,1,,17,0,unknown,0,html,1,3,0,1,5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,1,0,0.0,0.0,0.625,0.0,20260226_224521,2026-02-26T22:45:23.405444,https://emmconsole.stc.com.sa/AirWatch/,https://emmconsole.stc.com.sa/,True,https://emmconsole.stc.com.sa/AirWatch/,3.0,,,,,,,,,,,,,,,,,,,,,,,
51,1,2,0,0,0,0,2,0,sa,0,21,302,3,127,349.036,1,,15,0,unknown,0,html,1,3,0,1,5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,0,0.0,0.0,0.625,0.0,20260226_224521,2026-02-26T22:45:22.602830,https://emmconsole.stc.com.sa/AirWatch/default.aspx,https://emmconsole.stc.com.sa/,True,https://emmconsole.stc.com.sa/AirWatch/default.aspx,2.0,,,,,,,,,,,,,,,,,,,,,,,
