scan_id,trace_id,parent_trace_id,baseline_trace_id,source_module,label_target_value,label_candidate_family,label_confirmed_family,label_source,label_confidence,human_reviewed,validation_tool,analyzer_route,analyzer_reason
multi_full_20260430_232210_0006,95e43e3d59fb42658c6f6a0c75616ec3,47e3b6a23cf241169bd495b3bcaf1cb0,,recon.response_analysis,0,low_value_static,,response_analysis,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0003,8bbcd9880f484b81b370367d439a0f20,e28a78aede774b24b33fe694540e7142,,recon.track_redirects,1,header_injection_candidate,,passive_trace,0.74,False,,run_header_scan,authenticated context can support object comparison; html response lacks csp signal; override style request header present; html response has weak security header coverage
multi_full_20260430_232210_0007,4dc2cce1d38945809188ea951c43e98d,,,recon.track_redirects,1,header_injection_candidate,,passive_trace,0.74,False,,run_header_scan,response exposes filesystem paths; override style request header present; server banner disclosed
multi_full_20260430_232210_0002,fefb7796f3c443639d4343d5ee3c686e,b1e39f4a0abf41b5b128b97e5f1349d3,,recon.response_analysis,0,low_value_static,,response_analysis,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0001,06500291b48244f99c922895bb68aa7a,ded367bc255345f2b62b10517cad521b,,recon.track_redirects,1,header_injection_candidate,,passive_trace,0.74,False,,run_header_scan,html response lacks csp signal; override style request header present; server banner disclosed
multi_full_20260430_232210_0005,da51eb0a67f446f3b9f52be040bdcb02,8a2c856826524ef699e15609064f8e97,,recon.response_analysis,0,low_value_static,,response_analysis,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0003,0aea201b18f14c3d9fdcd83d5100b444,8bbcd9880f484b81b370367d439a0f20,,recon.response_analysis,0,low_value_static,,response_analysis,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0004,3cc14c699df6412daf2147f7370b81db,e88b0a4c258b4230912ae7d0c4bf112f,,recon.response_analysis,0,low_value_static,,response_analysis,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0007,b17d3b0aad6d4c43bcc725a227958866,4dc2cce1d38945809188ea951c43e98d,,recon.response_analysis,0,low_value_static,,response_analysis,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0001,686ab396950d4c2393aa1419f1d4b303,06500291b48244f99c922895bb68aa7a,,recon.response_analysis,1,open_redirect_candidate,,response_analysis,0.74,False,,skip_heavy_scan,reflective input names present; redirect style parameters present
multi_full_20260430_232210_0003,1e67f10358354239af1b6cbf145ce474,,,path_analyze.page.depth_0,1,header_misconfiguration_candidate,,path_crawl_page,0.54,False,,run_header_scan,interactive html page; html response lacks csp signal; html response has weak security header coverage; server banner disclosed
multi_full_20260430_232210_0003,bab0dc7e3d1547c7b625e11399e65c48,1e67f10358354239af1b6cbf145ce474,,path_analyze.form_depth_0,0,low_value_static,,path_candidate,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0003,875fd65aadba43149246f1e37322889e,bab0dc7e3d1547c7b625e11399e65c48,,path_analyze.form_depth_0,0,low_value_static,,path_candidate,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0003,22e481e7343a491bac4ad75f7c91a866,875fd65aadba43149246f1e37322889e,,path_analyze.page.depth_1,1,header_misconfiguration_candidate,,path_crawl_page,0.54,False,,run_header_scan,authenticated context can support object comparison; interactive html page; html response lacks csp signal; html response has weak security header coverage
multi_full_20260430_232210_0003,eeb5ee2e33ac4824b4b2012347fc796d,875fd65aadba43149246f1e37322889e,,path_analyze.page.depth_1,1,header_misconfiguration_candidate,,path_crawl_page,0.54,False,,run_header_scan,authenticated context can support object comparison; interactive html page; html response lacks csp signal; html response has weak security header coverage
multi_full_20260430_232210_0003,9de1deca055340508e11b850b81133fd,875fd65aadba43149246f1e37322889e,,path_analyze.page.depth_1,1,header_misconfiguration_candidate,,path_crawl_page,0.54,False,,run_header_scan,authenticated context can support object comparison; interactive html page; html response lacks csp signal; html response has weak security header coverage
multi_full_20260430_232210_0003,aff9f45d5b2046bcbd29c6d71e14c0f0,875fd65aadba43149246f1e37322889e,,path_analyze.page.depth_1,1,header_misconfiguration_candidate,,path_crawl_page,0.54,False,,run_header_scan,authenticated context can support object comparison; interactive html page; html response lacks csp signal; html response has weak security header coverage
multi_full_20260430_232210_0003,2096b946f5744ebc860cd8afb9b2577e,875fd65aadba43149246f1e37322889e,,path_analyze.page.depth_1,1,header_misconfiguration_candidate,,path_crawl_page,0.54,False,,run_header_scan,authenticated context can support object comparison; interactive html page; html response lacks csp signal; html response has weak security header coverage
multi_full_20260430_232210_0003,74c1d0459b8544c8b9cd7611af220608,875fd65aadba43149246f1e37322889e,,path_analyze.page.depth_1,1,header_misconfiguration_candidate,,path_crawl_page,0.54,False,,run_header_scan,authenticated context can support object comparison; interactive html page; html response lacks csp signal; html response has weak security header coverage
multi_full_20260430_232210_0003,3d28059ae9ee4fbabdbcf9a50f87f991,22e481e7343a491bac4ad75f7c91a866,,path_analyze.page.depth_1,1,header_misconfiguration_candidate,,path_crawl_page,0.54,False,,run_header_scan,authenticated context can support object comparison; interactive html page; html response lacks csp signal; html response has weak security header coverage
multi_full_20260430_232210_0003,5e1d2e5c98434ccea288992cf5de87dd,22e481e7343a491bac4ad75f7c91a866,,path_analyze.page.depth_1,1,xss_candidate,,path_crawl_page,0.34,False,,run_xss_scan,authenticated context can support object comparison; interactive html page; html response lacks csp signal; server banner disclosed
multi_full_20260430_232210_0003,ee5a53b590914cf5b9e0a1f0d376dd11,5e1d2e5c98434ccea288992cf5de87dd,,path_analyze.page.depth_1,1,header_misconfiguration_candidate,,path_crawl_page,0.54,False,,run_header_scan,authenticated context can support object comparison; interactive html page; html response lacks csp signal; html response has weak security header coverage
multi_full_20260430_232210_0003,5ee8fc3ee4ab485db33d311741031fb4,ee5a53b590914cf5b9e0a1f0d376dd11,,path_analyze.page.depth_1,1,header_misconfiguration_candidate,,path_crawl_page,0.54,False,,run_header_scan,authenticated context can support object comparison; interactive html page; html response lacks csp signal; html response has weak security header coverage
multi_full_20260430_232210_0003,3e6caafc15904258b1eefe0c7edd0a6f,5ee8fc3ee4ab485db33d311741031fb4,,path_analyze.form_depth_1,0,low_value_static,,path_candidate,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0003,7927a955358244f1b6f6c24505c622fc,5ee8fc3ee4ab485db33d311741031fb4,,path_analyze.form_depth_1,0,low_value_static,,path_candidate,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0003,2a3f678c48b742a7af181790370b2005,5ee8fc3ee4ab485db33d311741031fb4,,path_analyze.form_depth_1,0,low_value_static,,path_candidate,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0003,0ce1ac2fc6d847f59eee5050bede0243,5ee8fc3ee4ab485db33d311741031fb4,,path_analyze.form_depth_1,0,low_value_static,,path_candidate,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0003,7a5d215c90254eb1a76df07e649514fb,3e6caafc15904258b1eefe0c7edd0a6f,,path_analyze.form_depth_1,0,low_value_static,,path_candidate,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0003,62439b7230d447efa15e70b49bff18fe,3e6caafc15904258b1eefe0c7edd0a6f,,path_analyze.form_depth_1,0,low_value_static,,path_candidate,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0003,0778b528869145d580c42a8b143044de,3e6caafc15904258b1eefe0c7edd0a6f,,path_analyze.form_depth_1,0,low_value_static,,path_candidate,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0003,4a2b1d0cdcbd46b4b6f4265c30cce9f4,7927a955358244f1b6f6c24505c622fc,,path_analyze.form_depth_1,0,low_value_static,,path_candidate,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0003,f1bf4168b1574d1b8ab36bd650d50257,7927a955358244f1b6f6c24505c622fc,,path_analyze.form_depth_1,0,low_value_static,,path_candidate,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0003,0ba391cfd0b54746a9f9153e7e059f0a,0ce1ac2fc6d847f59eee5050bede0243,,path_analyze.form_depth_1,0,low_value_static,,path_candidate,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0003,6ebd6c21d38141b0a754802e5b8c948d,2a3f678c48b742a7af181790370b2005,,path_analyze.form_depth_1,0,low_value_static,,path_candidate,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0003,8086ab31afdb4cf9973d16bde028f6bd,7a5d215c90254eb1a76df07e649514fb,,path_analyze.form_depth_1,0,low_value_static,,path_candidate,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0003,e8add5cc64794313a9602cab918efef5,7a5d215c90254eb1a76df07e649514fb,,path_analyze.form_depth_1,0,low_value_static,,path_candidate,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0003,755b6f73e6cb4bbaab1993d49df16ea5,62439b7230d447efa15e70b49bff18fe,,path_analyze.form_depth_1,0,low_value_static,,path_candidate,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0003,302ce5696d804942ba387f8cc6c2d40b,f1bf4168b1574d1b8ab36bd650d50257,,path_analyze.form_depth_1,0,low_value_static,,path_candidate,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0003,691d7d74bcaf4514aa193520d6fd78c7,755b6f73e6cb4bbaab1993d49df16ea5,,path_analyze.form_depth_1,0,low_value_static,,path_candidate,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0003,562f2ff33ced457eacfc0828f9115a66,691d7d74bcaf4514aa193520d6fd78c7,,path_analyze.form_depth_1,0,low_value_static,,path_candidate,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0003,a547a634f1d54d1c80700e686087c020,691d7d74bcaf4514aa193520d6fd78c7,,path_analyze.form_depth_1,0,low_value_static,,path_candidate,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0003,4b6c104ec89f427eb3770161d8f6125e,562f2ff33ced457eacfc0828f9115a66,,path_analyze.page.depth_1,1,header_misconfiguration_candidate,,path_crawl_page,0.54,False,,run_header_scan,authenticated context can support object comparison; interactive html page; html response lacks csp signal; html response has weak security header coverage
multi_full_20260430_232210_0003,814fd7c1b11d4f8980161dbf649c31c3,a547a634f1d54d1c80700e686087c020,,path_analyze.form_depth_1,0,low_value_static,,path_candidate,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0003,67f5397bb9374c979565737b77374bc8,4b6c104ec89f427eb3770161d8f6125e,,path_analyze.page.depth_1,1,header_misconfiguration_candidate,,path_crawl_page,0.54,False,,run_header_scan,authenticated context can support object comparison; interactive html page; html response lacks csp signal; html response has weak security header coverage
multi_full_20260430_232210_0003,cec73016ccf34bc588b5fa2b24070c3b,4b6c104ec89f427eb3770161d8f6125e,,path_analyze.page.depth_1,1,header_misconfiguration_candidate,,path_crawl_page,0.54,False,,run_header_scan,authenticated context can support object comparison; interactive html page; html response lacks csp signal; html response has weak security header coverage
multi_full_20260430_232210_0003,a5c414b008754262b76adfaffbf6571f,4b6c104ec89f427eb3770161d8f6125e,,path_analyze.page.depth_1,1,header_misconfiguration_candidate,,path_crawl_page,0.54,False,,run_header_scan,authenticated context can support object comparison; interactive html page; html response lacks csp signal; html response has weak security header coverage
multi_full_20260430_232210_0003,aeeb57f8c4ed4b44a6ec7c583186316c,814fd7c1b11d4f8980161dbf649c31c3,,path_analyze.page.depth_1,1,header_misconfiguration_candidate,,path_crawl_page,0.54,False,,run_header_scan,authenticated context can support object comparison; interactive html page; html response lacks csp signal; html response has weak security header coverage
multi_full_20260430_232210_0003,8012ae6090cc4aabaf28cf06c62add2e,4b6c104ec89f427eb3770161d8f6125e,,path_analyze.page.depth_1,1,header_misconfiguration_candidate,,path_crawl_page,0.54,False,,run_header_scan,authenticated context can support object comparison; interactive html page; html response lacks csp signal; html response has weak security header coverage
multi_full_20260430_232210_0003,013feb0fcafa4ab1ab971e2211b56c2f,814fd7c1b11d4f8980161dbf649c31c3,,path_analyze.page.depth_1,1,header_misconfiguration_candidate,,path_crawl_page,0.54,False,,run_header_scan,authenticated context can support object comparison; interactive html page; html response lacks csp signal; html response has weak security header coverage
multi_full_20260430_232210_0003,6adcd829e7634d81b5acfa7db07f717d,814fd7c1b11d4f8980161dbf649c31c3,,path_analyze.page.depth_1,1,header_misconfiguration_candidate,,path_crawl_page,0.54,False,,run_header_scan,authenticated context can support object comparison; interactive html page; html response lacks csp signal; html response has weak security header coverage
multi_full_20260430_232210_0003,4c6c1a36a5ff49c98bd6ef969b20c5f0,67f5397bb9374c979565737b77374bc8,,path_analyze.page.depth_1,1,header_misconfiguration_candidate,,path_crawl_page,0.54,False,,run_header_scan,authenticated context can support object comparison; interactive html page; html response lacks csp signal; html response has weak security header coverage
multi_full_20260430_232210_0003,555915b717e343b3b828e5625d8f2354,a5c414b008754262b76adfaffbf6571f,,path_analyze.page.depth_1,1,header_misconfiguration_candidate,,path_crawl_page,0.54,False,,run_header_scan,authenticated context can support object comparison; interactive html page; html response lacks csp signal; html response has weak security header coverage
multi_full_20260430_232210_0003,bdc479fa095848198aedc9bd86735199,555915b717e343b3b828e5625d8f2354,,path_analyze.form_depth_1,0,low_value_static,,path_candidate,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0003,9e093bd365bf460e90784c7b10569b04,bdc479fa095848198aedc9bd86735199,,path_analyze.form_depth_1,0,low_value_static,,path_candidate,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0003,eb444e1f03494a939e56575b3eaa254a,555915b717e343b3b828e5625d8f2354,,path_analyze.form_depth_1,0,low_value_static,,path_candidate,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0003,3e02a7a8270b42699ec1258cbb01c221,bdc479fa095848198aedc9bd86735199,,path_analyze.form_depth_1,0,low_value_static,,path_candidate,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0003,b83e0e63bf414e8998945f57dcfb8d11,bdc479fa095848198aedc9bd86735199,,path_analyze.form_depth_1,0,low_value_static,,path_candidate,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0003,267a2a480051423cab0223c1cc74a771,bdc479fa095848198aedc9bd86735199,,path_analyze.form_depth_1,0,low_value_static,,path_candidate,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0003,2af3a03f56f7410dbc639aa2878db9d1,bdc479fa095848198aedc9bd86735199,,path_analyze.form_depth_1,0,low_value_static,,path_candidate,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0003,2eab19f38619496883b9c69eaf70671a,9e093bd365bf460e90784c7b10569b04,,path_analyze.form_depth_1,0,low_value_static,,path_candidate,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0003,dcbddac495a24cfcbbe964e74431ebb7,9e093bd365bf460e90784c7b10569b04,,path_analyze.form_depth_1,0,low_value_static,,path_candidate,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0003,3a90c030c1ad40deac07c6a4ea719692,b83e0e63bf414e8998945f57dcfb8d11,,path_analyze.form_depth_1,0,low_value_static,,path_candidate,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0003,15985d9b29ae4be78c2255cffa679d88,3e02a7a8270b42699ec1258cbb01c221,,path_analyze.form_depth_1,0,low_value_static,,path_candidate,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0003,03f14d6019f849e591e9ed4a78f9e85f,eb444e1f03494a939e56575b3eaa254a,,path_analyze.form_depth_1,0,low_value_static,,path_candidate,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0003,854bdccc34f14f52a50ba07d754c3f0c,eb444e1f03494a939e56575b3eaa254a,,path_analyze.form_depth_1,0,low_value_static,,path_candidate,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0003,c85a7d17401c42ad8f669b2d662cfd1d,eb444e1f03494a939e56575b3eaa254a,,path_analyze.form_depth_1,0,low_value_static,,path_candidate,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0003,9ee1757e56334b88b7167f2e238ff1f5,2af3a03f56f7410dbc639aa2878db9d1,,path_analyze.form_depth_1,0,low_value_static,,path_candidate,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0003,532939908dc344679bea92741c8fb064,2af3a03f56f7410dbc639aa2878db9d1,,path_analyze.form_depth_1,0,low_value_static,,path_candidate,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0003,9df2ad69ac9f45afb34e06decc961739,b83e0e63bf414e8998945f57dcfb8d11,,path_analyze.form_depth_1,0,low_value_static,,path_candidate,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0003,f924a018b6d6452e81b11c18cf618fd7,2eab19f38619496883b9c69eaf70671a,,path_analyze.form_depth_1,0,low_value_static,,path_candidate,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0003,4938d925e816412589a5c24c0d1ced8d,dcbddac495a24cfcbbe964e74431ebb7,,path_analyze.form_depth_1,0,low_value_static,,path_candidate,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0003,41f244ed441641ba848482f855e7a21e,854bdccc34f14f52a50ba07d754c3f0c,,path_analyze.form_depth_1,0,low_value_static,,path_candidate,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0003,3139da64da3746fb8af2c8edb6495c9f,854bdccc34f14f52a50ba07d754c3f0c,,path_analyze.form_depth_1,0,low_value_static,,path_candidate,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0003,db3129678eba4b1baf4d92ef3776d8a7,9df2ad69ac9f45afb34e06decc961739,,path_analyze.form_depth_1,0,low_value_static,,path_candidate,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0003,5a1651642e044c10b1d420b7d04e2723,f924a018b6d6452e81b11c18cf618fd7,,path_analyze.form_depth_1,0,low_value_static,,path_candidate,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0003,f9f0e207eb0d436f8a3bf7cd89bcff8b,db3129678eba4b1baf4d92ef3776d8a7,,path_analyze.form_depth_1,0,low_value_static,,path_candidate,0.0,False,,skip_heavy_scan,no strong passive signal
multi_full_20260430_232210_0003,f16c77af8c774f5f8ea4c763dc9bf208,f9f0e207eb0d436f8a3bf7cd89bcff8b,,path_analyze.page.depth_1,1,header_misconfiguration_candidate,,path_crawl_page,0.54,False,,run_header_scan,authenticated context can support object comparison; interactive html page; html response lacks csp signal; html response has weak security header coverage
multi_full_20260430_232210_0003,8f37a1f3704f4baba044dfd31c8c0082,f9f0e207eb0d436f8a3bf7cd89bcff8b,,path_analyze.page.depth_1,1,header_misconfiguration_candidate,,path_crawl_page,0.54,False,,run_header_scan,authenticated context can support object comparison; interactive html page; html response lacks csp signal; html response has weak security header coverage
multi_full_20260430_232210_0003,d2da5268e6e648719574d8eb52097a1e,f9f0e207eb0d436f8a3bf7cd89bcff8b,,path_analyze.page.depth_1,1,header_misconfiguration_candidate,,path_crawl_page,0.54,False,,run_header_scan,authenticated context can support object comparison; interactive html page; html response lacks csp signal; html response has weak security header coverage
multi_full_20260430_232210_0003,c3eaa99ca91248bba5ac36baed6d5ad9,f9f0e207eb0d436f8a3bf7cd89bcff8b,,path_analyze.page.depth_1,1,header_misconfiguration_candidate,,path_crawl_page,0.54,False,,run_header_scan,authenticated context can support object comparison; interactive html page; html response lacks csp signal; html response has weak security header coverage
multi_full_20260430_232210_0003,aa80457ab5304f01b83cc8df660607b1,f9f0e207eb0d436f8a3bf7cd89bcff8b,,path_analyze.page.depth_1,1,header_misconfiguration_candidate,,path_crawl_page,0.54,False,,run_header_scan,authenticated context can support object comparison; interactive html page; html response lacks csp signal; html response has weak security header coverage
