scan_id,trace_id,parent_trace_id,source_module,target_root,page_url_text,route_template_text,method_text,path_tokens_text,query_string_raw,query_keys_text,query_shapes_text,request_body_text,input_names_text,file_extension_text,cookie_names_text,request_header_raw_ordered_text,request_header_canonical_text,request_header_semantic_text,request_origin_relation_text,request_fetch_metadata_text,request_auth_scheme_text,request_header_count,custom_header_count,duplicate_header_count,suspicious_override_header_present,header_anomaly_score,label_is_valuable_target,label_source
20260504_204711,b937ad6f967d4e67b5dda9010521cb82,1351c5d02dd5475e9537ae081140e05a,path_analyze.page.depth_1,https://0a1a008e04c059e680d94ec3004800fa.web-security-academy.net,,,,filter,category=Accessories,category,category:short_text,,,,session,"user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36
accept-encoding: gzip, deflate, br
accept: */*
connection: keep-alive
cookie: session=<masked>","accept-encoding: gzip, deflate, br
accept: */*
connection: keep-alive
cookie: session=<masked>
user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",cookie_name_session,missing,,,5,0,0,0,0.0,0,path_crawl_page
20260504_204711,dc601ecc639e46528b9e3a37720563b7,1351c5d02dd5475e9537ae081140e05a,path_analyze.page.depth_1,https://0a1a008e04c059e680d94ec3004800fa.web-security-academy.net,,,,product,productId=15,productId,productId:numeric,,,,session,"user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36
accept-encoding: gzip, deflate, br
accept: */*
connection: keep-alive
cookie: session=<masked>","accept-encoding: gzip, deflate, br
accept: */*
connection: keep-alive
cookie: session=<masked>
user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",cookie_name_session,missing,,,5,0,0,0,0.0,0,path_crawl_page
20260504_204711,b3dad5c3288a4a7792c36069ec0fbd1a,1351c5d02dd5475e9537ae081140e05a,path_analyze.page.depth_1,https://0a1a008e04c059e680d94ec3004800fa.web-security-academy.net,,,,product,productId=17,productId,productId:numeric,,,,session,"user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36
accept-encoding: gzip, deflate, br
accept: */*
connection: keep-alive
cookie: session=<masked>","accept-encoding: gzip, deflate, br
accept: */*
connection: keep-alive
cookie: session=<masked>
user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",cookie_name_session,missing,,,5,0,0,0,0.0,0,path_crawl_page
20260504_204711,b662684de6f8454896238d58a3a21116,1351c5d02dd5475e9537ae081140e05a,path_analyze.page.depth_1,https://0a1a008e04c059e680d94ec3004800fa.web-security-academy.net,,,,product,productId=11,productId,productId:numeric,,,,session,"user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36
accept-encoding: gzip, deflate, br
accept: */*
connection: keep-alive
cookie: session=<masked>","accept-encoding: gzip, deflate, br
accept: */*
connection: keep-alive
cookie: session=<masked>
user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",cookie_name_session,missing,,,5,0,0,0,0.0,0,path_crawl_page
20260504_204711,dfdfb5ba4fdd4729a4fb3f3d06d55d95,1351c5d02dd5475e9537ae081140e05a,path_analyze.page.depth_1,https://0a1a008e04c059e680d94ec3004800fa.web-security-academy.net,,,,product,productId=12,productId,productId:numeric,,,,session,"user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36
accept-encoding: gzip, deflate, br
accept: */*
connection: keep-alive
cookie: session=<masked>","accept-encoding: gzip, deflate, br
accept: */*
connection: keep-alive
cookie: session=<masked>
user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",cookie_name_session,missing,,,5,0,0,0,0.0,0,path_crawl_page
20260504_204711,010d0a433c574c1f90a77e02ad38e4b9,1351c5d02dd5475e9537ae081140e05a,path_analyze.page.depth_1,https://0a1a008e04c059e680d94ec3004800fa.web-security-academy.net,,,,filter,category=Clothing%2c+shoes+and+accessories,category,category:token_like,,,,session,"user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36
accept-encoding: gzip, deflate, br
accept: */*
connection: keep-alive
cookie: session=<masked>","accept-encoding: gzip, deflate, br
accept: */*
connection: keep-alive
cookie: session=<masked>
user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",cookie_name_session,missing,,,5,0,0,0,0.0,0,path_crawl_page
20260504_204711,9d740530c26e4aaa80e0c0e0f26c2b68,010d0a433c574c1f90a77e02ad38e4b9,path_analyze.page.depth_1,https://0a1a008e04c059e680d94ec3004800fa.web-security-academy.net,,,,product,productId=6,productId,productId:numeric,,,,session,"user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36
accept-encoding: gzip, deflate, br
accept: */*
connection: keep-alive
cookie: session=<masked>","accept-encoding: gzip, deflate, br
accept: */*
connection: keep-alive
cookie: session=<masked>
user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",cookie_name_session,missing,,,5,0,0,0,0.0,0,path_crawl_page
20260504_204711,a9b7d2e6f6c34d05bb24d6aff946dcbb,010d0a433c574c1f90a77e02ad38e4b9,path_analyze.page.depth_1,https://0a1a008e04c059e680d94ec3004800fa.web-security-academy.net,,,,product,productId=7,productId,productId:numeric,,,,session,"user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36
accept-encoding: gzip, deflate, br
accept: */*
connection: keep-alive
cookie: session=<masked>","accept-encoding: gzip, deflate, br
accept: */*
connection: keep-alive
cookie: session=<masked>
user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",cookie_name_session,missing,,,5,0,0,0,0.0,0,path_crawl_page
20260504_204711,d2f6722960ec4cc69ae732d0ddc95055,010d0a433c574c1f90a77e02ad38e4b9,path_analyze.page.depth_1,https://0a1a008e04c059e680d94ec3004800fa.web-security-academy.net,,,,product,productId=13,productId,productId:numeric,,,,session,"user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36
accept-encoding: gzip, deflate, br
accept: */*
connection: keep-alive
cookie: session=<masked>","accept-encoding: gzip, deflate, br
accept: */*
connection: keep-alive
cookie: session=<masked>
user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",cookie_name_session,missing,,,5,0,0,0,0.0,0,path_crawl_page
20260504_205542,ebc44f9d10f34eec89e233694e72c382,,recon.track_redirects,https://0a8000af03ccd23c80ae17ae00120080.web-security-academy.net,,,,,,,,,,,session,"host: <token>.web-security-academy.net
accept: */*
accept-encoding: gzip, deflate, br, zstd
connection: keep-alive
user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/141.0.0.0 Safari/537.36
cookie: session=<masked>","accept-encoding: gzip, deflate, br, zstd
accept: */*
connection: keep-alive
cookie: session=<masked>
host: <token>.web-security-academy.net
user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/141.0.0.0 Safari/537.36",cookie_name_session request_override_header_present,missing,,,6,0,0,1,0.5,1,passive_trace
20260504_205542,030fef7e563449d5b59951df4085105b,ebc44f9d10f34eec89e233694e72c382,recon.response_analysis,https://0a8000af03ccd23c80ae17ae00120080.web-security-academy.net,,,,,,,,,,,session,"user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/141.0.0.0 Safari/537.36
cookie: session=<masked>","cookie: session=<masked>
user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/141.0.0.0 Safari/537.36",cookie_name_session,missing,,,2,0,0,0,0.0,0,response_analysis
20260504_205542,12163441f3184bfc89e8324b73739301,,path_analyze.page.depth_0,https://0a8000af03ccd23c80ae17ae00120080.web-security-academy.net,,,,,,,,,,,session,"user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36
accept-encoding: gzip, deflate, br
accept: */*
connection: keep-alive
cookie: session=<masked>","accept-encoding: gzip, deflate, br
accept: */*
connection: keep-alive
cookie: session=<masked>
user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",cookie_name_session,missing,,,5,0,0,0,0.0,0,path_crawl_page
20260504_205542,32e868d0a97940cc82653187d6d3bdc3,12163441f3184bfc89e8324b73739301,path_analyze.page.depth_1,https://0a8000af03ccd23c80ae17ae00120080.web-security-academy.net,,,,post,postId=8,postId,postId:numeric,,,,session,"user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36
accept-encoding: gzip, deflate, br
accept: */*
connection: keep-alive
cookie: session=<masked>","accept-encoding: gzip, deflate, br
accept: */*
connection: keep-alive
cookie: session=<masked>
user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",cookie_name_session,missing,,,5,0,0,0,0.0,0,path_crawl_page
20260504_205542,68852c2e1ac64434898f8fafde0e1dbc,12163441f3184bfc89e8324b73739301,path_analyze.page.depth_1,https://0a8000af03ccd23c80ae17ae00120080.web-security-academy.net,,,,post,postId=7,postId,postId:numeric,,,,session,"user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36
accept-encoding: gzip, deflate, br
accept: */*
connection: keep-alive
cookie: session=<masked>","accept-encoding: gzip, deflate, br
accept: */*
connection: keep-alive
cookie: session=<masked>
user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",cookie_name_session,missing,,,5,0,0,0,0.0,0,path_crawl_page
20260504_205542,fe444ec151764b5d856bc8d31a1dfc4b,12163441f3184bfc89e8324b73739301,path_analyze.page.depth_1,https://0a8000af03ccd23c80ae17ae00120080.web-security-academy.net,,,,post,postId=6,postId,postId:numeric,,,,session,"user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36
accept-encoding: gzip, deflate, br
accept: */*
connection: keep-alive
cookie: session=<masked>","accept-encoding: gzip, deflate, br
accept: */*
connection: keep-alive
cookie: session=<masked>
user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",cookie_name_session,missing,,,5,0,0,0,0.0,0,path_crawl_page
20260504_205542,353aba4ff0fa44cda3c077336e00ce9c,12163441f3184bfc89e8324b73739301,path_analyze.page.depth_1,https://0a8000af03ccd23c80ae17ae00120080.web-security-academy.net,,,,post,postId=3,postId,postId:numeric,,,,session,"user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36
accept-encoding: gzip, deflate, br
accept: */*
connection: keep-alive
cookie: session=<masked>","accept-encoding: gzip, deflate, br
accept: */*
connection: keep-alive
cookie: session=<masked>
user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",cookie_name_session,missing,,,5,0,0,0,0.0,0,path_crawl_page
20260504_205542,57440b6061e04de295b94055ed666c9c,12163441f3184bfc89e8324b73739301,path_analyze.page.depth_1,https://0a8000af03ccd23c80ae17ae00120080.web-security-academy.net,,,,post,postId=4,postId,postId:numeric,,,,session,"user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36
accept-encoding: gzip, deflate, br
accept: */*
connection: keep-alive
cookie: session=<masked>","accept-encoding: gzip, deflate, br
accept: */*
connection: keep-alive
cookie: session=<masked>
user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",cookie_name_session,missing,,,5,0,0,0,0.0,0,path_crawl_page
20260504_205542,d938e81bd48d4018afc34d09e7b2063e,12163441f3184bfc89e8324b73739301,path_analyze.page.depth_1,https://0a8000af03ccd23c80ae17ae00120080.web-security-academy.net,,,,post,postId=1,postId,postId:numeric,,,,session,"user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36
accept-encoding: gzip, deflate, br
accept: */*
connection: keep-alive
cookie: session=<masked>","accept-encoding: gzip, deflate, br
accept: */*
connection: keep-alive
cookie: session=<masked>
user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",cookie_name_session,missing,,,5,0,0,0,0.0,0,path_crawl_page
20260504_205542,4b9814b35ebd4da79bb0005f29fe76b9,12163441f3184bfc89e8324b73739301,path_analyze.page.depth_1,https://0a8000af03ccd23c80ae17ae00120080.web-security-academy.net,,,,post,postId=10,postId,postId:numeric,,,,session,"user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36
accept-encoding: gzip, deflate, br
accept: */*
connection: keep-alive
cookie: session=<masked>","accept-encoding: gzip, deflate, br
accept: */*
connection: keep-alive
cookie: session=<masked>
user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",cookie_name_session,missing,,,5,0,0,0,0.0,0,path_crawl_page
20260504_205542,005b1e43c0d54de4ad0a3374c37133b2,12163441f3184bfc89e8324b73739301,path_analyze.page.depth_1,https://0a8000af03ccd23c80ae17ae00120080.web-security-academy.net,,,,post,postId=5,postId,postId:numeric,,,,session,"user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36
accept-encoding: gzip, deflate, br
accept: */*
connection: keep-alive
cookie: session=<masked>","accept-encoding: gzip, deflate, br
accept: */*
connection: keep-alive
cookie: session=<masked>
user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",cookie_name_session,missing,,,5,0,0,0,0.0,0,path_crawl_page
20260504_205542,9a71654f8e2744cbb743d58909de5b67,12163441f3184bfc89e8324b73739301,path_analyze.page.depth_1,https://0a8000af03ccd23c80ae17ae00120080.web-security-academy.net,,,,post,postId=2,postId,postId:numeric,,,,session,"user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36
accept-encoding: gzip, deflate, br
accept: */*
connection: keep-alive
cookie: session=<masked>","accept-encoding: gzip, deflate, br
accept: */*
connection: keep-alive
cookie: session=<masked>
user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",cookie_name_session,missing,,,5,0,0,0,0.0,0,path_crawl_page
20260504_205542,adeb12c202b143a9ba9d66acf832d9b1,12163441f3184bfc89e8324b73739301,path_analyze.page.depth_1,https://0a8000af03ccd23c80ae17ae00120080.web-security-academy.net,,,,post,postId=9,postId,postId:numeric,,,,session,"user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36
accept-encoding: gzip, deflate, br
accept: */*
connection: keep-alive
cookie: session=<masked>","accept-encoding: gzip, deflate, br
accept: */*
connection: keep-alive
cookie: session=<masked>
user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",cookie_name_session,missing,,,5,0,0,0,0.0,0,path_crawl_page
20260504_205542,d2e4c0df1be34696a804c2937263e730,adeb12c202b143a9ba9d66acf832d9b1,path_analyze.form_depth_1,https://0a8000af03ccd23c80ae17ae00120080.web-security-academy.net,,,,post comment,,,,csrf=<token>&postId=6&comment=&name=&email=&website=,,,session,"user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36
accept-encoding: gzip, deflate, br
accept: */*
connection: keep-alive
cookie: session=<masked>","accept-encoding: gzip, deflate, br
accept: */*
connection: keep-alive
cookie: session=<masked>
user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",cookie_name_session,missing,,,5,0,0,0,0.0,1,path_candidate
20260504_205542,b92be3bb60bf4fc6b02b14a9f19433c7,adeb12c202b143a9ba9d66acf832d9b1,path_analyze.form_depth_1,https://0a8000af03ccd23c80ae17ae00120080.web-security-academy.net,,,,post comment,,,,csrf=<token>&postId=8&comment=&name=&email=&website=,,,session,"user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36
accept-encoding: gzip, deflate, br
accept: */*
connection: keep-alive
cookie: session=<masked>","accept-encoding: gzip, deflate, br
accept: */*
connection: keep-alive
cookie: session=<masked>
user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",cookie_name_session,missing,,,5,0,0,0,0.0,1,path_candidate
